LON,LAT,EDO,CLAVE,ESTACION,jun-24
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",200.01
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",137.1
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",238.62
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",141.44
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",218.76
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",182.03
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",187.06
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",154.4
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",205.9
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",164
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",163.53
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",167.7
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",160.2
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",168.11
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",142.6
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",154.82
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",296.2
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",82.5
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",136.13
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Marías, Nay. SEMAR*",7.62
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtlán del Río, Nay. SMN*",118.25
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",220.32
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",118.02
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",438.4
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",129.6
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",302.11
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",14.8
-100.343333,25.634167,NL,AS-06,"Arroyo Seco, N.L. SAHM*",445.8
-99.743611,24.989444,NL,CABEZONES,"Cabezones, N.L. SGT*",440.8
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",407.21
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",406.73
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",188.3
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",363.52
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",289.5
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",469.9
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",273.3
-100.308056,25.732222,NL,CU-09,"Ciudad Universitaria, N.L. SAHM*",416.6
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",752
-99.743889,24.99,NL,ELCARMENNL,"El Carmen, N.L. SGT*",324
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",28
-100.245,25.592222,NL,EZ-07,"Estanzuela, N.L. SAHM*",613.6
-100.271944,25.682778,NL,FE-04,"Fierro, N.L. SAHM*",517
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",175
-100.348611,25.502222,NL,LASTINAJASNL,"Las Tinajas, N.L. SGT*",547.85
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",769.14
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",397.02
-100.383611,25.735833,NL,MI-02,"Mitras, N.L. SAHM*",351.75
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",439.3
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",485.21
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",116.22
-100.541944,25.701111,NL,OB-05,"Obispo, N.L. SAHM*",313.85
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",485.21
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",347.02
-100.333056,25.659722,NL,PC-08,"Protección Civil, N.L. SAHM*",516.65
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",593.55
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",368.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",86.5
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",494.3
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",184.6
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",305.11
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",151.4
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",185.11
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",83.52
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",498.5
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",399.91
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",166.03
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",246.31
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",404.52
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",333.42
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",147.82
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",144.24
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",192.53
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",168.91
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",95.5
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",232.8
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",604.62
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",624.5
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",375.51
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",413.53
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",374.01
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",221.44
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",229
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",158.52
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",609.33
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",212.63
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",171.33
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",165.7
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",160.5
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",325.8
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",74.62
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",215.62
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",302.7
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",197.82
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",406
-98.282222,17.846111,OAX,SJCOX,"San Juan Cieneguillas, Oax.",171
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",176.14
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",274.14
-97.881389,17.228889,OAX,SMNOX,"San Martín Itunyoso, Oax.",221.4
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",142.73
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",313.42
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",254.4
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",184.03
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",260.2
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",161.8
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",212.72
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",150.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",341.65
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",177.8
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",488.1
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",238
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",454.51
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",169.71
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",323.42
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",212.3
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",699.02
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",197.83
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",47
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",162.53
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",198
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",230.11
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",177.22
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",189
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",372.4
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",401.6
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",201
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",543.4
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",488.9
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",101.52
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",72
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",218.3
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",140.6
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",179.02
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",181
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",83.3
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",156.01
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",248.51
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",120.11
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",361
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",624.42
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",207.51
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",164.68
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",137.8
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",490.11
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",215.01
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",216.3
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",140.01
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",283.7
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",141.02
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",197.8
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",570.62
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",363.8
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",280
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",125.21
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",407.1
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",283
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",134.45
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",323.7
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",217.9
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",299.1
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",209.91
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",438.7
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",180.02
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",66.21
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",438.12
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",160.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",507.3
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",548
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",142.2
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",96.41
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",305
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",321.5
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",123.6
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",390.51
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",343.6
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",659.81
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",145.01
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",513.93
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",482.21
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",216
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",693.41
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",369.4
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",460
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",480
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",85.05
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",70.9
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",174
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",98
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",101.5
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",1.25
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",116.7
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",193.8
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",124
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",109.92
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",101.86
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",128.4
-100,20.3625,QRO,SJSQT,"San José, Qro.",152.2
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",244
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",495.9
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",485.14
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",773.82
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",416.62
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",718
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",905
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",391.04
-86.735,21.235556,QROO,IMJQR,"Isla Mujeres, Q.Roo.",443.7
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",452.6
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",581.6
-87.465556,20.1275,QROO,SIAQR,"Sian Ka'an 2, Q. Roo. SMN*",0
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",20.5
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",5.02
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",5.02
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",6.01
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",4.53
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",39.54
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",73.91
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",18.64
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",2.51
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0.01
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",63.8
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",1.81
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0.02
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",27.03
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",27.03
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0.01
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",6.64
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",29.52
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",2.51
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",39.71
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",3
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",52.5
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",15.03
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",15.03
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",65
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",46.52
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",46.52
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",14.93
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",19.7
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",93.22
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",12.81
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",18.9
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",78.51
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",118
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",3.75
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",13.92
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0.01
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",3.32
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",5.52
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",42
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",10.74
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",10.73
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",64.82
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",8.86
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",50
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",3
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",1.04
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",227.41
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",415.8
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fernández, S.L.P. SMN*",143.2
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",371.2
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",294
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",364
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",138.4
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",43.4
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",46.16
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",433.4
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",465.1
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",233
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",138.3
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",334.6
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",399.6
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",178
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",81.11
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",106.9
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",365.51
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",291.52
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",394.7
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",458
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",147.73
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",21.01
-108.937778,27.021667,SON,ALMSO,"Alamos, Son.",26
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",5.51
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",5.51
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0.01
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",28.14
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",16.9
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",69.51
-111.83,28.75,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",45.1
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",20.52
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",5.5
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",17.01
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0.5
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",97.12
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",5.61
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",5.33
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",20.5
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.02
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",19.4
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",9.5
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",74.01
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",42.8
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",13
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",35.9
-110.783333,29.183333,SON,MLNSO,"El Molinito, Son.",13
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",7.01
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",56.8
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",42.2
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",2.4
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",1
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",33.9
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",55.6
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0.2
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",15.9
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",8
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",9
-113.539167,31.305833,SON,PTOPENASCOmar,"Puerto Peñasco, Son. SEMAR*",0.77
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",32.9
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",67.52
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0.02
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",31.8
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",6.51
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",5.52
-110.299167,27.639167,SON,VICAM,"Vícam, Son. SGT*",2.7
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",56.53
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",532.9
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",0
-93.383056,17.998056,TAB,CARDENASPCT,"Cárdenas Protección Civil, Tab.",20.2
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",197.8
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",720.2
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",248.2
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",292.5
-93,17.975,TAB,GONTB,"González, Tab.",250.4
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",241.5
-92.167222,18.100556,TAB,JONUTAHM,"Jonuta hidrométrica, Tab. SGT*",181.9
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",198.9
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",461.3
-93.33,18.42,TAB,PARAISO,"Paraíso, Tab. SMN*",98.05
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",159.5
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",172.3
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",139.2
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",200
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",291.1
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",496.5
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",159
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",653.9
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",560.5
